word,pinyin,translation,word_type
阁,gé,"chamber, pavilion; cabinet",noun
穆,mù,"majestic, solemn, reverent; calm",adjective
屈,qū,"bend, flex; bent, crooked; crouch",verb
旨,zhǐ,"purpose, aim; excellent",noun
袖,xiù,sleeve; put something in sleeve,noun
猎,xí,hunt; field sports,verb/noun
臂,bì,arm,noun
蛇,shé,snake,noun
贺,hè,congratulate; send present,verb
柱,zhù,"pillar, post; support; lean on",noun
抛,pāo,throw (away),verb
鼠,shǔ,"rat, mouse; KangXi radical 208",noun
瑟,sè,"large stringed musical instrument; dignified, massive; sound of wind",noun
戈,gē,"halberd, spear, lance; rad. 62",noun
牢,láo,"prison; stable, pen; secure",adjective
逊,xùn,"humble, modest; yield",adjective
迈,mài,take a big stride; pass by,verb
欺,qī,"cheat, double-cross, deceive",verb
吨,dūn,"metric ton; (Cant.) to babble, gibberish",noun
琴,qín,Chinese lute or guitar,noun
衰,shuāi,"decline, falter, decrease; weaken",adjective
瓶,píng,"jug, pitcher, vase, jar, bottle",noun
恼,nǎo,"angered, filled with hate",verb/adjective
燕,yàn,"swallow (bird); comfort, enjoy",noun
仲,zhòng,"middle brother; go between, mediator; surname",noun
诱,yòu,"persuade, entice, induce; guide",verb
狼,láng,wolf,noun
池,chí,"pool, pond; moat; cistern",noun
疼,téng,"aches, pains; be fond of; love",verb
卢,lú,"cottage, hut; surname; black",noun
仗,zhàng,"rely upon; protector; fight; war, weaponry",noun
冠,guān,"cap, crown, headgear",noun
粒,lì,grain; small particle,noun
遥,yáo,"far away, distant, remote",adjective
吕,lǚ,surname; a musical note,noun
玄,xuán,"deep, profound, abstruse; KangXi radical 95",adjective
尘,chén,"dust, dirt, ashes, cinders",noun
冯,féng,surname; gallop; by dint of,noun
抚,fǔ,"pat, console, comfort; pacify",verb
浅,qiǎn,"shallow, not deep; superficial",adjective
敦,dūn,"esteem; honest, candid, sincere",verb
纠,jiū,"investigate, inspect",verb
钻,zuàn,"drill, bore; pierce; diamond",verb
晶,jīng,"crystal; clear, bright; radiant",noun
岂,qǐ,how? what?,adverb
峡,xiá,"gorge, strait, ravine; isthmus",noun
苍,cāng,blue; green,adjective
喷,pēn,"spurt, blow out, puff out",verb
耗,hào,"consume, use up; waste, squander",verb
凌,líng,pure; virtuous; insult; maltreat,verb
敲,qiāo,"strike, beat, pound, hammer; rap",verb
菌,jūn,"mushroom; germ, microbe",noun
赔,péi,"indemnify, suffer loss",verb
涂,tú,surname; name of certain rivers,verb
粹,cuì,pure; unadulterated; select,adjective
扁,biǎn,"flat; tablet, signboard",Adjective
亏,yú,"lose, fail; damage; deficient",Verb
寂,jì,"still, silent, quiet, desolate",Adjective
煤,méi,"coal, coke, charcoal, carbon",Noun
熊,xióng,a bear; brilliant; bright; surname,Noun
恭,gōng,"respectful, polite, reverent",Adjective
湿,shī,"wet, moist, humid, damp; illness",Adjective
循,xún,"obey, comply with, follow",Verb
暖,nuǎn,"warm, genial",Adjective
糖,táng,sugar; candy; sweets,Noun
赋,fù,tax; give; endow; army; diffuse,Noun/Verb
抑,yì,"press down, repress; curb, hinder",Verb
秩,zhì,order; orderly; salary; decade,Noun
帽,mào,"hat, cap; cap-like tops",Noun
哀,āi,"sad, mournful, pitiful; pity",Adjective/Noun
宿,sù,"stop, rest, lodge, stay overnight; constellation",Noun/Verb
踏,tà,"step on, trample, tread on, walk",Verb
烂,làn,"rotten, spoiled, decayed",Adjective
袁,yuán,robe; surname,Noun (Surname)
侯,hóu,"marquis, lord; target in archery",Noun
抖,dǒu,"tremble, shake, rouse; give shake",Verb
夹,jiā,be wedged or inserted between,Verb
昆,kūn,elder brother; descendants,Noun
肝,gān,liver,Noun
擦,cā,"wipe, scrub, rub, scour; brush",Verb
猪,zhū,"pig, hog, wild boar",Noun
炼,liàn,"smelt, refine; distill, condense",Verb
恒,héng,"constant, regular, persistent",Adjective
慎,shèn,"act with care, be cautious",Adjective
搬,bān,"transfer, move, remove, shift",Verb
纽,niǔ,"knot; button; handle, knob; tie",Noun
纹,wén,"line, streak, stripe; wrinkle",Noun
玻,bō,glass,Noun
渔,yú,to fish; seize; pursue; surname,Noun/Verb
磁,cí,magnetic; magnetism; porcelain,Noun
铜,tóng,"copper, brass, bronze",Noun
齿,chǐ,"teeth; gears, cogs; age; simplified form of the KangXi radical number 211",Noun
跨,kuà,"straddle, bestride, ride; carry",Verb
押,yā,"mortgage, pledge; deposit; to pawn; to arrest, detain, guard",Verb
怖,bù,"terror, fear; frighten; terrified",Adjective
漠,mò,"desert; aloof, indifferent, cool",Noun
疲,pí,"feel tired, be exhausted; weak",Adjective
叛,pàn,rebel; rebellion; rebellious,Verb
遣,qiǎn,"send, dispatch; send off, exile",Verb
兹,zī,"now, here; this; time, year",Adverb
祭,jì,"sacrifice to, worship",Noun/Verb
醉,zuì,"intoxicated, drunk; addicted to",Adjective/Verb
拳,quán,fist; various forms of boxing,Noun
弥,mí,"extensive, full; fill; complete",Adverb
斜,xié,"slanting, sloping, inclined",Adjective
档,dǎng,"shelf; frame, crosspiece",Noun
稀,xī,"rare, unusual, scarce; sparse",Adjective
捷,jié,"win, victory, triumph",Adjective
肤,fū,"skin; superficial, shallow",Noun
疫,yì,"epidemic, plague, pestilence",Noun
肿,zhǒng,swell; swollen; swelling,Noun/Verb
豆,dòu,"beans, peas; bean-shaped",Noun
削,xuē,"scrape off, pare, trim",Verb
岗,gǎng,post; position,Noun
晃,huǎng,"bright, dazzling; to sway, shake",Verb
吞,tūn,"swallow; absorb, annex, engulf",Verb
宏,hóng,"wide, spacious, great, vast",Adjective
癌,ái,cancer; marmoset,Noun
肚,dù,belly; abdomen; bowels,Noun
隶,lì,subservient; servant; KangXi radical 171,Verb
履,lǚ,"footwear, shoes; walk on, tread",Verb
涨,zhǎng,rise in price,Verb
耀,yào,"shine, sparkle, dazzle; glory",Verb/Noun
扭,niǔ,"turn, twist, wrench; seize, grasp",Verb
坛,tán,"altar; arena, examination hall",Noun
拨,bō,move; dispel; distribute,Verb
沃,wò,"water, irrigate; fertile, rich",Adjective
绘,huì,"draw, sketch, paint",Verb
伐,fá,"cut down, subjugate, attack",Verb
堪,kān,"adequately capable of, worthy of",Verb
仆,pū,"fall forward; lie prostrate, prone; servant",Noun
郭,guō,outer part (of a city); surname,Noun (Surname)
牺,xī,"sacrifice, give up; sacrificial",Verb
歼,jiān,"annihilate, wipe out, kill off",Verb
墓,mù,"grave, tomb",Noun
雇,gù,"employ, to hire",Verb
廉,lián,"upright, honorable, honest",Adjective
契,qì,"deed, contract, bond; engrave",Noun/Verb
拼,pīn,"join together, link, incorporate",Verb
惩,chéng,"punish, reprimand; warn",Verb
捉,zhuō,"grasp, clutch; catch, seize",Verb
覆,fù,cover; tip over; return; reply,Verb
刷,shuā,"brush; clean with brush, scrub",Verb
劫,jié,"take by force, coerce; disaster",Verb
嫌,xián,"hate, detest; suspect; criticize",Verb
瓜,guā,"melon, gourd, cucumber; rad. 97",Noun
歇,xiē,"rest, stop, lodge",Verb
雕,diāo,"engrave, inlay, carve; exhaust; used for U+9D70 鵰 an eagle, vulture",Noun/Verb
闷,mèn,"gloomy, depressed, melancholy",Adjective
乳,rǔ,"breast, nipples; milk, suckle",Noun
串,chuàn,string; relatives; conspire,Noun/Verb
娃,wá,baby; doll; pretty girl,Noun
缴,jiǎo,"deliver, submit; hand over",Verb
唤,huàn,call,Verb
赢,yíng,"win; surplus, gain, profit",Verb
莲,lián,"lotus, water lily; paradise",Noun
霸,bà,rule by might rather than right,Noun
桃,táo,peach; marriage; surname,Noun
妥,tuǒ,"satisfactory, appropriate",Adjective
瘦,shòu,"thin, emaciated, lean; meager",Adjective
搭,dā,"join together, attach to; add to",Verb
赴,fù,"go to; attend, be present",Verb
岳,yuè,mountain peak; surname,Noun
嘉,jiā,excellent; joyful; auspicious,Adjective
舱,cāng,hold of ship; cabin,Noun
俊,jùn,"talented, capable; handsome",Adjective
址,zhǐ,"site, location, land for house",Noun
庞,páng,"disorderly, messy; huge, big",Adjective
耕,gēng,"plow, cultivate",Verb
锐,ruì,"sharp, keen, acute, pointed",Adjective
缝,féng,"sew, mend",Noun/Verb
悔,huǐ,"repent, show remorse, regret",Verb
邀,yāo,"invite, welcome; meet, intercept",Verb
玲,líng,tinkling of jade,Noun
惟,wéi,"but, however, nevertheless; only",Adverb
斥,chì,"to scold, upbraid, accuse, reproach",Verb
宅,zhái,"residence, dwelling, home; grave",Noun
添,tiān,"append, add to; increase",Verb
挖,wā,"dig, dig out, gouge out, scoop",Verb
呵,hē,scold; laughing sound; yawn,Interjection
讼,sòng,"accuse; argue, dispute; litigate",Noun
氧,yǎng,oxygen,Noun
浩,hào,"great, numerous, vast, abundant",Adjective
羽,yǔ,"feather, plume; wings; rad. 124",Noun
斤,jīn,"a catty (approximately 500 g); an axe; keen, shrewd; KangXi radical number 69",Noun
酷,kù,"strong, stimulating; very",Adjective
掠,lüè,"rob, ransack, plunder; pass by",Verb
妖,yāo,"strange, weird, supernatural",Noun/Adjective
祸,huò,"misfortune, calamity, disaster",Noun
侍,shì,"serve, attend upon; attendant, servant; samurai",Verb
乙,yǐ,second; 2nd heavenly stem,Noun
妨,fáng,"interfere with, impede, obstruct",Verb
贪,tān,"be greedy, covet; covetous",Verb
挣,zhēng,"strive, endeavor, struggle",Verb
汪,wāng,"vast, extensive, deep; surname",Noun
尿,niào,urine; urinate,Noun/Verb
莉,lì,white jasmine,Noun
悬,xuán,"hang, suspend, hoist; be hung",Verb
唇,chún,lips,Noun
翰,hàn,"writing brush, pen, pencil",Noun
仓,cāng,granary; berth; sea,Noun
轨,guǐ,"track, rut, path",Noun
枚,méi,"stalk of shrub, trunk of tree",Noun
盐,yán,salt,Noun
览,lǎn,"look at, inspect; perceive",Verb
傅,fù,"tutor, teacher; assist; surname",Noun
帅,shuài,"commander, commander-in-chief",Adjective/Noun
庙,miào,"temple, shrine; imperial court",Noun
芬,fēn,"fragrance, aroma; perfume",Noun
屏,píng,"folding screen, shield",Verb/Noun
寺,sì,"court, office; temple, monastery",Noun
胖,pàng,"fat, obese; fatty",Adjective
璃,lí,glass,Noun
愚,yú,"stupid, doltish, foolish",Adjective
滴,dī,drip; drop of water,Verb/Noun
疏,shū,"neglect; careless, lax",Adjective
萧,xiāo,common artemisia; dejected,Adjective/Noun
姿,zī,"one's manner, carriage, bearing",Noun
颤,zhàn,"shiver, tremble; trembling",Verb
丑,chǒu,"clown, comedian; 2nd terrestrial branch",Adjective
劣,liè,"bad, inferior; slightly",Adjective
柯,kē,"axe-handle; stalk, bough; surname",Noun (Surname)
寸,cùn,"inch; small, tiny; KangXi radical 41",Noun
扔,rēng,"throw, hurl; throw away, cast",Verb
盯,dīng,"rivet gaze upon, keep eyes on",Verb
辱,rǔ,"humiliate, insult, abuse",Verb
匹,pǐ,bolt of cloth; counter for horses,Measure Word
俱,jù,"all, together; accompany",Adverb/Verb
辨,biàn,"distinguish, discriminate",Verb
饿,è,hungry; greedy for; hunger,Adjective
蜂,fēng,"bee, wasp, hornet",Noun
哦,é,oh? really? is that so?,Interjection
腔,qiāng,chest cavity; hollow in body,Noun
郁,yù,"sweet smelling, rich in aroma; (Cant.) to move, hit",Adjective
溃,kuì,flooding river; militarily defeat,Verb
谨,jǐn,"prudent, cautious; attentive",Adjective
糟,zāo,"sediment, dregs; pickle",Adjective
葛,gé,edible bean; surname,Noun (Surname)
苗,miáo,sprouts; Miao nationality,Noun
肠,cháng,intestines; emotions; sausage,Noun
忌,jì,"jealous, envious; fear",Verb
溜,liū,"slide, glide, slip; slippery",Verb
鸿,hóng,species of wild swan; vast,Adjective/Noun
爵,jué,feudal title or rank,Noun
鹏,péng,fabulous bird of enormous size,Noun
鹰,yīng,falcon; Accipiter species (various),Noun
笼,lóng,cage; cage-like basket,Noun
丘,qiū,hill; elder; empty; a name,Noun
桂,guì,cassia or cinnamon,Noun
滋,zī,"grow, multiply, increase; thrive",Verb
聊,liáo,"somewhat, slightly, at least",Verb
挡,dǎng,"obstruct, impede; stop; resist",Verb
纲,gāng,"heavy rope, hawser; main points",Noun
肌,jī,muscle tissue; meat on bones,Noun
茨,cí,"thatching; caltrop, Tribulus terrestris",Noun
壳,ké,"casing, shell, husk",Noun
痕,hén,scar; mark; trace,Noun
碗,wǎn,"bowl, small dish",Noun
穴,xué,"cave, den, hole; KangXi radical 116",Noun
膀,bǎng,upper arm; shoulder; wing,Noun
卓,zhuō,"profound, brilliant, lofty",Adjective
贤,xián,"virtuous, worthy, good; able",Adjective
卧,wò,lie down; crouch,Verb
膜,mò,membrane; to kneel and worship,Noun
毅,yì,"resolute, decisive, firm, persist",Adjective
锦,jǐn,"brocade, tapestry; embroidered",Noun
欠,qiàn,"owe, lack, be deficient; KangXi radical number 76",Verb
哩,lī,mile,Particle
函,hán,correspondence; a case; a box,Noun
茫,máng,"vast, boundless, widespread",Adjective
昂,áng,"rise, raise; proud, bold; upright",Adjective
薛,xuē,kind of marsh grass; feudal state,Noun (Surname)
皱,zhòu,"wrinkles, creases, folds",Verb
夸,kuā,"extravagant, luxurious; handsome",Verb
豫,yù,"relaxed, comfortable, at ease",Adjective
胃,wèi,stomach; gizzard of fowl,Noun
舌,shé,tongue; clapper of bell; KangXi radical 135,Noun
剥,bō,peel,Verb
傲,ào,"proud, haughty, overbearing",Adjective
拾,shí,"pick up, collect, tidy up; accounting form of the numeral ten",Verb
窝,wō,"nest; cave, den; hiding place",Noun
睁,zhēng,open eyes; stare,Verb
携,xī,"lead by hand, take with; carry",Verb
陵,líng,"hill, mound; mausoleum",Noun
哼,hēng,"hum; sing softly; groan, moan; (Cant.) an interjecting indicating disapproval",Verb
棉,mián,cotton; cotton padded,Noun
晴,qíng,"clear weather, fine weather",Adjective
铃,líng,bell,Noun
填,tián,"fill in, fill up; make good",Verb
饲,sì,raise animals; feed; nourish,Verb
渴,kě,"thirsty, parched; yearn, pine",Adjective
吻,wěn,kiss; the lips; coinciding,Verb/Noun
扮,bàn,dress up; dress up as,Verb
逆,nì,"disobey, rebel; rebel, traitor",Adjective/Verb
脆,cuì,"crisp; fragile, frail; brittle",Adjective
喘,chuǎn,"pant, gasp, breathe heavily",Verb
罩,zhào,basket for catching fish; cover,Noun
卜,bǔ,fortune telling; prophesy,Verb/Noun
炉,lú,"fireplace, stove, oven, furnace",Noun
柴,chái,"firewood, faggots, fuel",Noun
愉,yú,"pleasant, delightful; please",Adjective
绳,shéng,"rope, string, cord; control",Noun
胎,tāi,"unborn child, embryo, fetus",Noun
蓄,xù,"store, save, hoard, gather",Verb
眠,mián,"close eyes, sleep; hibernate",Verb
竭,jié,put forth great effort; exhaust,Verb
喂,wèi,interjection to call attention,Verb
傻,shǎ,"foolish, silly, stupid; an imbecile",Adjective
慕,mù,"long for, desire; admire",Verb
浑,hún,"muddy, turbid; blend, merge, mix",Adjective
奸,jiān,"crafty, villainous, false",Adjective/Noun
扇,shàn,fan; door panel,Noun
柜,guì,"cabinet, cupboard; shop counter",Noun
悦,yuè,"pleased, contented, gratified",Adjective
拦,lán,"obstruct, impede, bar, hinder",Verb
诞,dàn,"bear children, give birth; birth",Verb
饱,bǎo,eat heartily; eat one's fill,Adjective
乾,gān,"dry; first hexagram; warming principle of the sun, penetrating and fertilizing, heavenly generative principle (male)",Adjective
泡,pào,"bubbles, suds; blister; soak",Noun/Verb
贼,zéi,"thief, traitor; kill",Noun
亭,tíng,pavilion; erect,Noun
夕,xī,"evening, night, dusk; slanted",Noun
爹,diē,"father, daddy",Noun
酬,chóu,"toast; reward, recompense",Verb
儒,rú,Confucian scholar,Noun
姻,yīn,relatives by marriage,Noun
卵,luǎn,egg; ovum; roe; spawn,Noun
氛,fēn,"gas, vapor, air",Noun
泄,xiè,leak; vent; flow; reveal,Verb
杆,gān,pole; shaft of spear,Noun
挨,āi,"near, close by, next to, towards, against; to wait; to lean on",Verb
僧,sēng,"Buddhist priest, monk; san of Sanskrit sangha",Noun
蜜,mì,honey; sweet; nectar,Noun
吟,yín,"sing, hum; recite; type of poetry",Verb
猩,xīng,species of orangutan,Noun
遂,suì,"comply with, follow along; thereupon",Adverb
狭,xiá,"narrow, limited; narrow-minded",Adjective
肖,xiào,"look like, resemble, be like",Verb/Noun
甜,tián,"sweet, sweetness",Adjective
霞,xiá,rosy clouds,Noun
驳,bó,"varicolored, variegated; mixed",Verb
裕,yù,"abundant, rich, plentiful",Adjective
顽,wán,"obstinate, stubborn; recalcitrant",Adjective
於,yú,"in, at, on; interjection alas!",Preposition
摘,zhāi,"pluck, pick; select; specify",Verb
矮,ǎi,"short, dwarf; low",Adjective
秒,miǎo,beard of grain or corn; a second,Noun
卿,qīng,"noble, high officer",Noun
畜,chù,"livestock, domestic animals",Noun
咽,yān,throat; pharynx,Verb
披,pī,wear; split; crack,Verb
辅,fǔ,cheek bone; protective; assist,Verb
勾,gōu,"hook, join, connect; entice",Verb
盆,pén,"basin, tub, pot, bowl",Noun
疆,jiāng,"boundary, border, frontier",Noun
赌,dǔ,"bet, gamble, wager; compete",Verb
塑,sù,"model in clay, sculpt; plastics",Verb
畏,wèi,"fear, dread, awe, reverence",Verb
吵,chǎo,"argue, dispute; disturb, annoy",Verb
囊,náng,"bag, purse, sack; put in bag",Noun
嗯,Ǹg,final particle,Interjection
泊,bó,anchor vessel; lie at anchor,Verb
肺,fèi,lungs,Noun
骤,zòu,procedure; gallop; sudden(ly),Adverb/Noun
缠,chán,"wrap, wind around; tie, bind",Verb
冈,gāng,ridge or crest of hill,Noun
羞,xiū,"disgrace, shame; ashamed; shy",Adjective
瞪,dèng,stare at,Verb
吊,diào,"condole, mourn, pity; hang",Verb
贾,jiǎ,"surname; merchant; buy, trade",Noun
漏,lòu,"leak, drip; funnel; hour glass",Verb
斑,bān,"mottled, striped, freckle",Noun
涛,tāo,large waves,Noun
悠,yōu,"long, far, remote, distant; liesurely",Adjective
鹿,lù,deer; surname; KangXi radical 198,Noun
俘,fú,prisoner of war; take as prisoner,Verb
锡,xí,"tin, stannum; bestow, confer",Noun
卑,bēi,"humble, low, inferior; despise",Adjective
葬,zàng,"bury, inter",Verb
铭,míng,"inscribe, engrave",Verb
